Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Gansu,Mainland China,1/29/2020 14:30,24,,,
Inner Mongolia,Mainland China,1/29/2020 14:30,16,,,
Xinjiang,Mainland China,1/29/2020 14:30,13,,,
Ningxia,Mainland China,1/29/2020 14:30,12,,,
Hong Kong,Hong Kong,1/29/2020 14:30,10,,,
Guizhou,Mainland China,1/29/2020 14:30,9,,1,
Jilin,Mainland China,1/29/2020 14:30,9,,,
Taiwan,Taiwan,1/29/2020 14:30,8,,,
Macau,Macau,1/29/2020 14:30,7,,,
Qinghai,Mainland China,1/29/2020 14:30,6,,,
Washington,United States,1/29/2020 14:30,1,,,
Illinois,United States,1/29/2020 14:30,1,,,
California,United States,1/29/2020 14:30,2,,,
Arizona,United States,1/29/2020 14:30,1,,,
,Japan,1/29/2020 14:30,7,,1,
,Thailand,1/29/2020 14:30,14,,5,
,South Korea,1/29/2020 14:30,4,,,
,Singapore,1/29/2020 14:30,7,,,
,Vietnam,1/29/2020 14:30,2,,,
,France,1/29/2020 14:30,5,,,
,Nepal,1/29/2020 14:30,1,,,
,Malaysia,1/29/2020 14:30,7,,,
Ontario,Canada,1/29/2020 14:30,1,,,
British Columbia,Canada,1/29/2020 14:30,1,,,
,Cambodia,1/29/2020 14:30,1,,,
,Sri Lanka,1/29/2020 14:30,1,,,
New South Wales,Australia,1/29/2020 14:30,4,,,
Victoria,Australia,1/29/2020 14:30,1,,,
Bavaria,Germany,1/29/2020 14:30,4,,,
,Finland,1/29/2020 14:30,1,,,
,United Arab Emirates,1/29/2020 14:30,4,,,
Hubei,Mainland China,1/29/2020 13:30,3554,,80,125
Guangdong,Mainland China,1/29/2020 13:30,277,,4,
Zhejiang,Mainland China,1/29/2020 13:30,296,,3,
Henan,Mainland China,1/29/2020 13:30,206,,1,2
Chongqing,Mainland China,1/29/2020 13:30,147,,,
Hunan,Mainland China,1/29/2020 13:30,221,,,
Shandong,Mainland China,1/29/2020 13:30,130,,1,
Beijing,Mainland China,1/29/2020 13:30,111,,4,1
Anhui,Mainland China,1/29/2020 13:30,152,,2,
Sichuan,Mainland China,1/29/2020 13:30,108,,,
Fujian,Mainland China,1/29/2020 13:30,84,,,
Shanghai,Mainland China,1/29/2020 13:30,96,,4,1
Jiangxi,Mainland China,1/29/2020 13:30,109,,3,
Jiangsu,Mainland China,1/29/2020 13:30,99,,1,
Guangxi,Mainland China,1/29/2020 13:30,58,,2,
Shaanxi,Mainland China,1/29/2020 13:30,56,,,
Hainan,Mainland China,1/29/2020 13:30,43,,1,1
Liaoning,Mainland China,1/29/2020 13:30,39,,,
Yunnan,Mainland China,1/29/2020 13:30,55,,,
Tianjin,Mainland China,1/29/2020 13:30,27,,,
Heilongjiang,Mainland China,1/29/2020 13:30,38,,,1
Hebei,Mainland China,1/29/2020 13:30,48,,,1
Gansu,Mainland China,1/29/2020 13:30,24,,,
Shanxi,Mainland China,1/29/2020 13:30,27,,,
Inner Mongolia,Mainland China,1/29/2020 13:30,16,,,
Hong Kong,Hong Kong,1/29/2020 13:30,10,,,
Guizhou,Mainland China,1/29/2020 13:30,9,,,
Ningxia,Mainland China,1/29/2020 13:30,12,,,
Jilin,Mainland China,1/29/2020 13:30,9,,,
Macau,Macau,1/29/2020 13:30,7,,,
Taiwan,Taiwan,1/29/2020 13:30,8,,,
Xinjiang,Mainland China,1/29/2020 13:30,13,,,
Qinghai,Mainland China,1/29/2020 13:30,6,,,
Washington,United States,1/29/2020 13:30,1,,,
Illinois,United States,1/29/2020 13:30,1,,,
California,United States,1/29/2020 13:30,2,,,
Arizona,United States,1/29/2020 13:30,1,,,
Ontario,Canada,1/29/2020 13:30,3,,,
,Japan,1/29/2020 13:30,7,,1,
,Thailand,1/29/2020 13:30,14,,5,
,South Korea,1/29/2020 13:30,4,,,
,Singapore,1/29/2020 13:30,7,,,
,Vietnam,1/29/2020 13:30,2,,,
,Nepal,1/29/2020 13:30,1,,,
,Malaysia,1/29/2020 13:30,7,,,
,Cambodia,1/29/2020 13:30,1,,,
,Sri Lanka,1/29/2020 13:30,1,,,
New South Wales,Australia,1/29/2020 13:30,4,,,
Victoria,Australia,1/29/2020 13:30,1,,,
,United Arab Emirates,1/29/2020 13:30,4,,,
,France,1/29/2020 13:30,4,,,
Bavaria,Germany,1/29/2020 13:30,4,,,
Hubei,Mainland China,1/28/2020 23:00,3554,,80,125
Zhejiang,Mainland China,1/28/2020 23:00,296,,3,
Guangdong,Mainland China,1/28/2020 23:00,241,,5,
Hunan,Mainland China,1/28/2020 23:00,221,,,
Henan,Mainland China,1/28/2020 23:00,206,,1,2
Anhui,Mainland China,1/28/2020 23:00,152,,,
Chongqing,Mainland China,1/28/2020 23:00,147,,1,
Shandong,Mainland China,1/28/2020 23:00,121,,,
Jiangxi,Mainland China,1/28/2020 23:00,109,,3,
Sichuan,Mainland China,1/28/2020 23:00,108,,,
Jiangsu,Mainland China,1/28/2020 23:00,99,,1,
Beijing,Mainland China,1/28/2020 23:00,91,,4,1
Fujian,Mainland China,1/28/2020 23:00,82,,,
Shanghai,Mainland China,1/28/2020 23:00,80,,4,1
Guangxi,Mainland China,1/28/2020 23:00,58,,2,
Shaanxi,Mainland China,1/28/2020 23:00,56,,,
Hebei,Mainland China,1/28/2020 23:00,48,,,1
Yunnan,Mainland China,1/28/2020 23:00,44,,,
Hainan,Mainland China,1/28/2020 23:00,43,,,1
Heilongjiang,Mainland China,1/28/2020 23:00,37,,,1
Liaoning,Mainland China,1/28/2020 23:00,36,,,
Shanxi,Mainland China,1/28/2020 23:00,27,,,
Tianjin,Mainland China,1/28/2020 23:00,25,,,
Gansu,Mainland China,1/28/2020 23:00,24,,,
Inner Mongolia,Mainland China,1/28/2020 23:00,16,,,
Xinjiang,Mainland China,1/28/2020 23:00,13,,,
Ningxia,Mainland China,1/28/2020 23:00,12,,,
Guizhou,Mainland China,1/28/2020 23:00,9,,,
Jilin,Mainland China,1/28/2020 23:00,9,,,
Hong Kong,Hong Kong,1/28/2020 23:00,8,,,
Taiwan,Taiwan,1/28/2020 23:00,8,,,
Macau,Macau,1/28/2020 23:00,7,,,
Qinghai,Mainland China,1/28/2020 23:00,6,,,
Washington,United States,1/28/2020 18:00,1,,,
Illinois,United States,1/28/2020 23:00,1,,,
California,United States,1/28/2020 23:00,2,,,
Arizona,United States,1/28/2020 23:00,1,,,
,Japan,1/28/2020 23:00,7,,1,
,Thailand,1/28/2020 23:00,14,,5,
,South Korea,1/28/2020 23:00,4,,,
,Singapore,1/28/2020 23:00,7,,,
,Vietnam,1/28/2020 23:00,2,,,
,France,1/28/2020 23:00,4,,,
,Nepal,1/28/2020 23:00,1,,,
,Malaysia,1/28/2020 23:00,7,,,
Ontario,Canada,1/28/2020 23:00,1,,,
British Columbia,Canada,1/28/2020 23:00,1,,,
,Cambodia,1/28/2020 23:00,1,,,
,Sri Lanka,1/28/2020 23:00,1,,,
New South Wales,Australia,1/28/2020 23:00,4,,,
Victoria,Australia,1/28/2020 23:00,1,,,
Bavaria,Germany,1/28/2020 23:00,4,,,
Hubei,Mainland China,1/28/2020 18:00,3554,,80,125
Guangdong,Mainland China,1/28/2020 18:00,207,,4,
Zhejiang,Mainland China,1/28/2020 18:00,173,,3,
Henan,Mainland China,1/28/2020 18:00,168,,,1
Hunan,Mainland China,1/28/2020 18:00,143,,,
Chongqing,Mainland China,1/28/2020 18:00,132,,,
Jiangxi,Mainland China,1/28/2020 18:00,109,,3,
Anhui,Mainland China,1/28/2020 18:00,106,,,
Shandong,Mainland China,1/28/2020 18:00,95,,,
Beijing,Mainland China,1/28/2020 18:00,91,,4,1
Sichuan,Mainland China,1/28/2020 18:00,90,,,
Fujian,Mainland China,1/28/2020 18:00,80,,,
Jiangsu,Mainland China,1/28/2020 18:00,70,,1,
Shanghai,Mainland China,1/28/2020 18:00,66,,4,1
Guangxi,Mainland China,1/28/2020 18:00,51,,2,
Shaanxi,Mainland China,1/28/2020 18:00,46,,,
Yunnan,Mainland China,1/28/2020 18:00,44,,,
Hainan,Mainland China,1/28/2020 18:00,40,,,1
Liaoning,Mainland China,1/28/2020 18:00,34,,,
Hebei,Mainland China,1/28/2020 18:00,33,,,1
Heilongjiang,Mainland China,1/28/2020 18:00,33,,,1
Shanxi,Mainland China,1/28/2020 18:00,27,,,
Tianjin,Mainland China,1/28/2020 18:00,24,,,
Gansu,Mainland China,1/28/2020 18:00,19,,,
Inner Mongolia,Mainland China,1/28/2020 18:00,15,,,
Ningxia,Mainland China,1/28/2020 18:00,11,,,
Xinjiang,Mainland China,1/28/2020 18:00,10,,,
Guizhou,Mainland China,1/28/2020 18:00,9,,,
Jilin,Mainland China,1/28/2020 18:00,8,,,
Taiwan,Taiwan,1/28/2020 18:00,8,,,
Hong Kong,Hong Kong,1/28/2020 18:00,8,,,
Macau,Macau,1/28/2020 18:00,7,,,
Qinghai,Mainland China,1/28/2020 18:00,6,,,
Washington,United States,1/28/2020 18:00,1,,,
Illinois,United States,1/28/2020 18:00,1,,,
California,United States,1/28/2020 18:00,2,,,
Arizona,United States,1/28/2020 18:00,1,,,
,Japan,1/28/2020 18:00,7,,1,
,Thailand,1/28/2020 18:00,14,,5,
,South Korea,1/28/2020 18:00,4,,,
,Singapore,1/28/2020 18:00,7,,,
,Vietnam,1/28/2020 18:00,2,,,
,France,1/28/2020 18:00,4,,,
,Nepal,1/28/2020 18:00,1,,,
,Malaysia,1/28/2020 18:00,4,,,
Ontario,Canada,1/28/2020 18:00,1,,,
British Columbia,Canada,1/28/2020 18:00,1,,,
,Cambodia,1/28/2020 18:00,1,,,
,Sri Lanka,1/28/2020 18:00,1,,,
New South Wales,Australia,1/28/2020 18:00,4,,,
Victoria,Australia,1/28/2020 18:00,1,,,
Bavaria,Germany,1/28/2020 18:00,4,,,
Hubei,Mainland China,1/28/2020 13:00,2714,,52,100
Guangdong,Mainland China,1/28/2020 13:00,207,,4,
Zhejiang,Mainland China,1/28/2020 13:00,173,,3,
Henan,Mainland China,1/28/2020 13:00,168,,,1
Hunan,Mainland China,1/28/2020 13:00,143,,,
Chongqing,Mainland China,1/28/2020 13:00,132,,,
Anhui,Mainland China,1/28/2020 13:00,106,,,
Shandong,Mainland China,1/28/2020 13:00,95,,,
Beijing,Mainland China,1/28/2020 13:00,91,,4,1
Sichuan,Mainland China,1/28/2020 13:00,90,,,
Fujian,Mainland China,1/28/2020 13:00,80,,,
Jiangxi,Mainland China,1/28/2020 13:00,72,,3,
Jiangsu,Mainland China,1/28/2020 13:00,70,,1,
Shanghai,Mainland China,1/28/2020 13:00,66,,4,1
Guangxi,Mainland China,1/28/2020 13:00,51,,2,
Shaanxi,Mainland China,1/28/2020 13:00,46,,,
Yunnan,Mainland China,1/28/2020 13:00,44,,,
Hainan,Mainland China,1/28/2020 13:00,40,,,1
Liaoning,Mainland China,1/28/2020 13:00,34,,,
Heilongjiang,Mainland China,1/28/2020 13:00,33,,,1
Hebei,Mainland China,1/28/2020 13:00,33,,,1
Tianjin,Mainland China,1/28/2020 13:00,24,,,
Shanxi,Mainland China,1/28/2020 13:00,20,,,
Gansu,Mainland China,1/28/2020 13:00,19,,,
Inner Mongolia,Mainland China,1/28/2020 13:00,15,,,
Ningxia,Mainland China,1/28/2020 13:00,11,,,
Xinjiang,Mainland China,1/28/2020 13:00,10,,,
Guizhou,Mainland China,1/28/2020 13:00,9,,,
Jilin,Mainland China,1/28/2020 13:00,8,,,
Taiwan,Taiwan,1/28/2020 13:00,8,,,
Hong Kong,Hong Kong,1/28/2020 13:00,8,,,
Macau,Macau,1/28/2020 13:00,7,,,
Qinghai,Mainland China,1/28/2020 13:00,6,,,
Washington,United States,1/28/2020 13:00,1,,,
Illinois,United States,1/28/2020 13:00,1,,,
California,United States,1/28/2020 13:00,2,,,
Arizona,United States,1/28/2020 13:00,1,,,
,Japan,1/28/2020 13:00,7,,1,
,Thailand,1/28/2020 13:00,14,,5,
,South Korea,1/28/2020 13:00,4,,,
,Singapore,1/28/2020 13:00,7,,,
,Vietnam,1/28/2020 13:00,2,,,
,France,1/28/2020 13:00,3,,,
,Nepal,1/28/2020 13:00,1,,,
,Malaysia,1/28/2020 13:00,4,,,
Ontario,Canada,1/28/2020 13:00,2,,,
,Cambodia,1/28/2020 13:00,1,,,
,Sri Lanka,1/28/2020 13:00,1,,,
New South Wales,Australia,1/28/2020 13:00,4,,,
Victoria,Australia,1/28/2020 13:00,1,,,
Bavaria,Germany,1/28/2020 13:00,1,,,
Hubei,Mainland China,1/27/2020 20:30,2714,,47,100
Zhejiang,Mainland China,1/27/2020 20:30,173,,1,
Henan,Mainland China,1/27/2020 20:30,168,,,1
Guangdong,Mainland China,1/27/2020 20:30,151,,4,
Chongqing,Mainland China,1/27/2020 20:30,132,,,
Anhui,Mainland China,1/27/2020 20:30,106,,,
Hunan,Mainland China,1/27/2020 20:30,100,,,
Sichuan,Mainland China,1/27/2020 20:30,90,,,
Shandong,Mainland China,1/27/2020 20:30,87,,,1
Beijing,Mainland China,1/27/2020 20:30,80,,2,1
Jiangxi,Mainland China,1/27/2020 20:30,72,,2,
Jiangsu,Mainland China,1/27/2020 20:30,70,,1,
Shanghai,Mainland China,1/27/2020 20:30,66,,3,1
Fujian,Mainland China,1/27/2020 20:30,59,,,
Guangxi,Mainland China,1/27/2020 20:30,51,,,
Shaanxi,Mainland China,1/27/2020 20:30,35,,,
Hainan,Mainland China,1/27/2020 20:30,33,,,1
Hebei,Mainland China,1/27/2020 20:30,33,,,1
Heilongjiang,Mainland China,1/27/2020 20:30,30,,,1
Liaoning,Mainland China,1/27/2020 20:30,27,,,
Yunnan,Mainland China,1/27/2020 20:30,26,,,
Tianjin,Mainland China,1/27/2020 20:30,23,,,
Shanxi,Mainland China,1/27/2020 20:30,20,,,
Gansu,Mainland China,1/27/2020 20:30,19,,,
Inner Mongolia,Mainland China,1/27/2020 20:30,11,,,
Guizhou,Mainland China,1/27/2020 20:30,9,,,
Hong Kong,Hong Kong,1/27/2020 20:30,8,,,
Ningxia,Mainland China,1/27/2020 20:30,7,,,
Jilin,Mainland China,1/27/2020 20:30,6,,,
Macau,Macau,1/27/2020 20:30,6,,,
Qinghai,Mainland China,1/27/2020 20:30,6,,,
Taiwan,Taiwan,1/27/2020 20:30,5,,,
Xinjiang,Mainland China,1/27/2020 20:30,5,,,
Washington,United States,1/27/2020 20:30,1,,,
Illinois,United States,1/27/2020 20:30,1,,,
California,United States,1/27/2020 20:30,2,,,
Arizona,United States,1/27/2020 20:30,1,,,
,Japan,1/27/2020 20:30,4,,1,
,Thailand,1/27/2020 20:30,8,,2,
,South Korea,1/27/2020 20:30,4,,,
,Singapore,1/27/2020 20:30,5,,,
,Vietnam,1/27/2020 20:30,2,,,
,France,1/27/2020 20:30,3,,,
,Nepal,1/27/2020 20:30,1,,,
,Malaysia,1/27/2020 20:30,4,,,
Ontario,Canada,1/27/2020 20:30,1,,,
,Cambodia,1/27/2020 20:30,1,,,
,Sri Lanka,1/27/2020 20:30,1,,,
,Ivory Coast,1/27/2020 20:30,,,,
New South Wales,Australia,1/27/2020 20:30,4,,,
Victoria,Australia,1/27/2020 20:30,1,,,
Bavaria,Germany,1/27/2020 20:30,1,,,
Hubei,Mainland China,1/27/2020 19:00,1423,,45,76
Guangdong,Mainland China,1/27/2020 19:00,151,,4,
Zhejiang,Mainland China,1/27/2020 19:00,128,,1,
Henan,Mainland China,1/27/2020 19:00,128,,,1
Chongqing,Mainland China,1/27/2020 19:00,110,,,
Hunan,Mainland China,1/27/2020 19:00,100,,,
Beijing,Mainland China,1/27/2020 19:00,80,,2,1
Shandong,Mainland China,1/27/2020 19:00,75,,,
Jiangxi,Mainland China,1/27/2020 19:00,72,,2,
Anhui,Mainland China,1/27/2020 19:00,70,,,
Sichuan,Mainland China,1/27/2020 19:00,69,,,
Fujian,Mainland China,1/27/2020 19:00,59,,,
Shanghai,Mainland China,1/27/2020 19:00,53,,3,1
Jiangsu,Mainland China,1/27/2020 19:00,47,,1,
Guangxi,Mainland China,1/27/2020 19:00,46,,,
Shaanxi,Mainland China,1/27/2020 19:00,35,,,
Hainan,Mainland China,1/27/2020 19:00,33,,,1
Liaoning,Mainland China,1/27/2020 19:00,27,,,
Yunnan,Mainland China,1/27/2020 19:00,26,,,
Tianjin,Mainland China,1/27/2020 19:00,23,,,
Heilongjiang,Mainland China,1/27/2020 19:00,21,,,1
Hebei,Mainland China,1/27/2020 19:00,18,,,1
Gansu,Mainland China,1/27/2020 19:00,14,,,
Shanxi,Mainland China,1/27/2020 19:00,13,,,
Inner Mongolia,Mainland China,1/27/2020 19:00,11,,,
Hong Kong,Hong Kong,1/27/2020 19:00,8,,,
Guizhou,Mainland China,1/27/2020 19:00,7,,,
Ningxia,Mainland China,1/27/2020 19:00,7,,,
Jilin,Mainland China,1/27/2020 19:00,6,,,
Macau,Macau,1/27/2020 19:00,6,,,
Qinghai,Mainland China,1/27/2020 19:00,6,,,
Taiwan,Taiwan,1/27/2020 19:00,5,,,
Xinjiang,Mainland China,1/27/2020 19:00,5,,,
Washington,United States,1/27/2020 19:00,1,,,
Illinois,United States,1/27/2020 19:00,1,,,
California,United States,1/27/2020 19:00,2,,,
Arizona,United States,1/27/2020 19:00,1,,,
,Japan,1/27/2020 19:00,4,,1,
,Thailand,1/27/2020 19:00,8,,2,
,South Korea,1/27/2020 19:00,4,,,
,Singapore,1/27/2020 19:00,5,,,
,Vietnam,1/27/2020 19:00,2,,,
,France,1/27/2020 19:00,3,,,
,Nepal,1/27/2020 19:00,1,,,
,Malaysia,1/27/2020 19:00,4,,,
Ontario,Canada,1/27/2020 19:00,1,,,
,Cambodia,1/27/2020 19:00,1,,,
,Sri Lanka,1/27/2020 19:00,1,,,
,Ivory Coast,1/27/2020 19:00,1,,,
New South Wales,Australia,1/27/2020 19:00,4,,,
Victoria,Australia,1/27/2020 19:00,1,,,
Hubei,Mainland China,1/27/2020 9:00,1423,,45,76
Guangdong,Mainland China,1/27/2020 9:00,151,,3,
Zhejiang,Mainland China,1/27/2020 9:00,128,,1,
Henan,Mainland China,1/27/2020 9:00,128,,,
Chongqing,Mainland China,1/27/2020 9:00,110,,,1
Hunan,Mainland China,1/27/2020 9:00,100,,,
Shandong,Mainland China,1/27/2020 9:00,75,,,
Beijing,Mainland China,1/27/2020 9:00,72,,2,
Anhui,Mainland China,1/27/2020 9:00,70,,,
Sichuan,Mainland China,1/27/2020 9:00,69,,,
Fujian,Mainland China,1/27/2020 9:00,56,,,
Shanghai,Mainland China,1/27/2020 9:00,53,,3,1
Jiangxi,Mainland China,1/27/2020 9:00,48,,1,
Jiangsu,Mainland China,1/27/2020 9:00,47,,1,
Guangxi,Mainland China,1/27/2020 9:00,46,,,
Shaanxi,Mainland China,1/27/2020 9:00,35,,,
Hainan,Mainland China,1/27/2020 9:00,33,,,1
Liaoning,Mainland China,1/27/2020 9:00,27,,,
Yunnan,Mainland China,1/27/2020 9:00,26,,,
Tianjin,Mainland China,1/27/2020 9:00,22,,,
Heilongjiang,Mainland China,1/27/2020 9:00,21,,,1
Hebei,Mainland China,1/27/2020 9:00,18,,,1
Gansu,Mainland China,1/27/2020 9:00,14,,,
Shanxi,Mainland China,1/27/2020 9:00,13,,,
Inner Mongolia,Mainland China,1/27/2020 9:00,11,,,
Hong Kong,Hong Kong,1/27/2020 9:00,8,,,
Guizhou,Mainland China,1/27/2020 9:00,7,,,
Ningxia,Mainland China,1/27/2020 9:00,7,,,
Jilin,Mainland China,1/27/2020 9:00,6,,,
Macau,Macau,1/27/2020 9:00,6,,,
Taiwan,Taiwan,1/27/2020 9:00,5,,,
Xinjiang,Mainland China,1/27/2020 9:00,5,,,
Qinghai,Mainland China,1/27/2020 9:00,4,,,
Washington,United States,1/27/2020 9:00,1,,,
Illinois,United States,1/27/2020 9:00,1,,,
California,United States,1/27/2020 9:00,2,,,
Arizona,United States,1/27/2020 9:00,1,,,
,Japan,1/27/2020 9:00,4,,1,
,Thailand,1/27/2020 9:00,8,,2,
,South Korea,1/27/2020 9:00,4,,,
,Singapore,1/27/2020 9:00,4,,,
,Vietnam,1/27/2020 9:00,2,,,
,France,1/27/2020 9:00,3,,,
,Australia,1/27/2020 9:00,5,,,
,Nepal,1/27/2020 9:00,1,,,
,Malaysia,1/27/2020 9:00,4,,,
Ontario,Canada,1/27/2020 9:00,1,,,
,Cambodia,1/27/2020 9:00,1,,,
Hubei,Mainland China,1/26/2020 23:00,1423,,44,76
Guangdong,Mainland China,1/26/2020 23:00,146,,2,
Zhejiang,Mainland China,1/26/2020 23:00,128,,1,
Henan,Mainland China,1/26/2020 23:00,128,,,1
Chongqing,Mainland China,1/26/2020 23:00,110,,,
Hunan,Mainland China,1/26/2020 23:00,100,,,
Anhui,Mainland China,1/26/2020 23:00,70,,,
Sichuan,Mainland China,1/26/2020 23:00,69,,,
Beijing,Mainland China,1/26/2020 23:00,68,,2,
Shandong,Mainland China,1/26/2020 23:00,63,,,
Shanghai,Mainland China,1/26/2020 23:00,53,,1,1
Jiangxi,Mainland China,1/26/2020 23:00,48,,,
Jiangsu,Mainland China,1/26/2020 23:00,47,,1,
Guangxi,Mainland China,1/26/2020 23:00,46,,,
Fujian,Mainland China,1/26/2020 23:00,35,,,
Liaoning,Mainland China,1/26/2020 23:00,23,,,
Hainan,Mainland China,1/26/2020 23:00,22,,,
Shaanxi,Mainland China,1/26/2020 23:00,22,,,
Heilongjiang,Mainland China,1/26/2020 23:00,21,,,1
Yunnan,Mainland China,1/26/2020 23:00,19,,,
Hebei,Mainland China,1/26/2020 23:00,18,,,1
Tianjin,Mainland China,1/26/2020 23:00,14,,,
Gansu,Mainland China,1/26/2020 23:00,14,,,
Shanxi,Mainland China,1/26/2020 23:00,13,,,
Inner Mongolia,Mainland China,1/26/2020 23:00,11,,,
Hong Kong,Hong Kong,1/26/2020 23:00,8,,,
Guizhou,Mainland China,1/26/2020 23:00,7,,,
Jilin,Mainland China,1/26/2020 23:00,6,,,
Macau,Macau,1/26/2020 23:00,6,,,
Xinjiang,Mainland China,1/26/2020 23:00,5,,,
Ningxia,Mainland China,1/26/2020 23:00,4,,,
Taiwan,Taiwan,1/26/2020 23:00,4,,,
Qinghai,Mainland China,1/26/2020 23:00,4,,,
Washington,United States,1/26/2020 23:00,1,,,
Illinois,United States,1/26/2020 23:00,1,,,
California,United States,1/26/2020 23:00,2,,,
Arizona,United States,1/26/2020 23:00,1,,,
,Japan,1/26/2020 23:00,4,,1,
,Thailand,1/26/2020 23:00,8,,2,
,South Korea,1/26/2020 23:00,3,,,
,Singapore,1/26/2020 23:00,4,,,
,Vietnam,1/26/2020 23:00,2,,,
,France,1/26/2020 23:00,3,,,
,Australia,1/26/2020 23:00,4,,,
,Nepal,1/26/2020 23:00,1,,,
,Malaysia,1/26/2020 23:00,4,,,
Ontario,Canada,1/26/2020 23:00,1,,,
Hubei,Mainland China,1/26/2020 11:00 AM,1058,,42,52
Guangdong,Mainland China,1/26/2020 11:00 AM,111,,2,
Zhejiang,Mainland China,1/26/2020 11:00 AM,104,,1,
Henan,Mainland China,1/26/2020 11:00 AM,83,3,,1
Chongqing,Mainland China,1/26/2020 11:00 AM,75,,,
Hunan,Mainland China,1/26/2020 11:00 AM,69,,,
Beijing,Mainland China,1/26/2020 11:00 AM,68,,2,
Anhui,Mainland China,1/26/2020 11:00 AM,60,4,,
Shandong,Mainland China,1/26/2020 11:00 AM,46,,,
Sichuan,Mainland China,1/26/2020 11:00 AM,44,4,,
Shanghai,Mainland China,1/26/2020 11:00 AM,40,72,1,1
Guangxi,Mainland China,1/26/2020 11:00 AM,36,,,
Jiangxi,Mainland China,1/26/2020 11:00 AM,36,,,
Fujian,Mainland China,1/26/2020 11:00 AM,35,20,,
Jiangsu,Mainland China,1/26/2020 11:00 AM,33,,1,
Hainan,Mainland China,1/26/2020 11:00 AM,22,,,
Shaanxi,Mainland China,1/26/2020 11:00 AM,22,,,
Liaoning,Mainland China,1/26/2020 11:00 AM,21,,,
Yunnan,Mainland China,1/26/2020 11:00 AM,16,36,,
Heilongjiang,Mainland China,1/26/2020 11:00 AM,15,,,1
Tianjin,Mainland China,1/26/2020 11:00 AM,14,,,
Hebei,Mainland China,1/26/2020 11:00 AM,13,,,1
Shanxi,Mainland China,1/26/2020 11:00 AM,9,,,
Hong Kong,Hong Kong,1/26/2020 11:00 AM,8,244,,
Inner Mongolia,Mainland China,1/26/2020 11:00 AM,7,,,
Gansu,Mainland China,1/26/2020 11:00 AM,7,,,
Guizhou,Mainland China,1/26/2020 11:00 AM,5,,,
Macau,Macau,1/26/2020 11:00 AM,5,,,
Ningxia,Mainland China,1/26/2020 11:00 AM,4,,,
Jilin,Mainland China,1/26/2020 11:00 AM,4,,,
Taiwan,Taiwan,1/26/2020 11:00 AM,4,,,
Xinjiang,Mainland China,1/26/2020 11:00 AM,4,,,
Qinghai,Mainland China,1/26/2020 11:00 AM,1,,,
Washington,United States,1/26/2020 11:00 AM,1,,,
Illinois,United States,1/26/2020 11:00 AM,1,,,
California,United States,1/26/2020 11:00 AM,1,,,
,Japan,1/26/2020 11:00 AM,4,,1,
,Thailand,1/26/2020 11:00 AM,8,,2,
,South Korea,1/26/2020 11:00 AM,3,,,
,Singapore,1/26/2020 11:00 AM,4,,,
,Vietnam,1/26/2020 11:00 AM,2,,,
,France,1/26/2020 11:00 AM,3,,,
,Australia,1/26/2020 11:00 AM,4,,,
,Nepal,1/26/2020 11:00 AM,1,,,
,Malaysia,1/26/2020 11:00 AM,4,,,
Ontario,Canada,1/26/2020 11:00 AM,1,,,
Hubei,Mainland China,1/25/2020 10:00 PM,1052,,42,52
Zhejiang,Mainland China,1/25/2020 10:00 PM,104,,1,
Guangdong,Mainland China,1/25/2020 12:00 PM,98,,2,
Henan,Mainland China,1/25/2020 12:00 PM,83,3,,1
Chongqing,Mainland China,1/25/2020 12:00 PM,75,,,
Hunan,Mainland China,1/25/2020 12:00 PM,69,,,
Anhui,Mainland China,1/25/2020 12:00 PM,60,4,,
Beijing,Mainland China,1/25/2020 12:00 PM,51,,2,
Sichuan,Mainland China,1/25/2020 12:00 PM,44,4,,
Shanghai,Mainland China,1/25/2020 12:00 PM,40,72,1,1
Shandong,Mainland China,1/25/2020 12:00 PM,39,,,
Jiangxi,Mainland China,1/25/2020 12:00 PM,36,,,
Guangxi,Mainland China,1/25/2020 12:00 PM,33,,,
Jiangsu,Mainland China,1/25/2020 12:00 PM,31,,1,
Hainan,Mainland China,1/25/2020 12:00 PM,19,,,
Liaoning,Mainland China,1/25/2020 12:00 PM,19,,,
Fujian,Mainland China,1/25/2020 12:00 PM,18,20,,1
Heilongjiang,Mainland China,1/25/2020 12:00 PM,15,,,
Shaanxi,Mainland China,1/25/2020 12:00 PM,15,,,
Tianjin,Mainland China,1/25/2020 12:00 PM,13,,,
Hebei,Mainland China,1/25/2020 12:00 PM,13,,,1
Yunnan,Mainland China,1/25/2020 12:00 PM,11,58,,
Shanxi,Mainland China,1/25/2020 12:00 PM,9,,,
Inner Mongolia,Mainland China,1/25/2020 12:00 PM,7,,,
Gansu,Mainland China,1/25/2020 12:00 PM,7,,,
Guizhou,Mainland China,1/25/2020 12:00 PM,5,,,
Hong Kong,Hong Kong,1/25/2020 12:00 PM,5,244,,
Ningxia,Mainland China,1/25/2020 12:00 PM,4,1,,
Jilin,Mainland China,1/25/2020 12:00 PM,4,,,
Xinjiang,Mainland China,1/25/2020 12:00 PM,4,,,
Taiwan,Taiwan,1/25/2020 12:00 PM,3,,,
Macau,Macau,1/25/2020 12:00 PM,2,,,
Qinghai,Mainland China,1/25/2020 12:00 PM,1,,,
Washington,United States,1/25/2020 12:00 PM,1,,,
